1	0.0016452243594397
1603	0.000157341957424941
1murth	0.000629367829699764
2	0.00102826522464981
2murth	0.00031468391484988
3	0.00102826522464981
a	0
abhorred	5.14132612324906e-05
abide	5.36174725201734e-05
abiure	0.000157341957424941
aboue	0.000292611780494511
abound	8.18768316154747e-05
about	0
abroad	3.54297659700193e-05
absence	2.7361396655515e-05
absent	1.36806983277575e-05
absolute	6.6216403066113e-05
abuse	5.14132612324906e-05
accents	5.9804697260104e-05
accesse	0.000119609394520208
accompany	5.14132612324906e-05
accompt	0.000157341957424941
according	2.7361396655515e-05
account	1.36806983277575e-05
accounted	3.19970966196037e-05
accursd	0.000157341957424941
accursed	0.000119609394520208
accust	0.000157341957424941
accustomd	0.000119609394520208
acheron	9.75372601648368e-05
acquaint	8.18768316154747e-05
act	3.96998490569309e-05
acted	1.77148829850097e-05
acting	3.19970966196037e-05
action	1.77148829850097e-05
actions	1.36806983277575e-05
acts	4.41442687107419e-05
actuall	0.000157341957424941
actus	0.000487686300824184
addage	0.000157341957424941
adde	0.000239218789040415
added	1.36806983277575e-05
adders	0.000119609394520208
addition	4.41442687107417e-05
addrest	0.000119609394520208
adhere	9.75372601648368e-05
adieu	8.82885374214836e-05
admird	0.000157341957424941
aduance	0.000157341957424941
aduantage	9.75372601648368e-05
aduice	0.000239218789040415
aduise	0.000239218789040415
afeard	0.000119609394520208
affaire	0.000119609394520208
affaires	0.000119609394520208
affeard	0.000358828183560625
affection	2.20721343553709e-05
affliction	5.14132612324906e-05
affraid	0.000358828183560625
afoot	5.9804697260104e-05
afraid	1.98499245284654e-05
after	0
afternoone	0.000119609394520208
afterwards	1.36806983277575e-05
againe	0.00171941346392496
against	0
age	0
agent	5.14132612324906e-05
agents	5.14132612324906e-05
agitation	3.7732562904733e-05
ague	6.97296595243365e-05
aid	3.7732562904733e-05
alack	0.000157341957424941
alarme	0.000119609394520208
alarum	0.000409384158077374
alarumd	0.000157341957424941
alarums	0.000390149040659347
alas	7.08595319400389e-05
aleppo	0.000119609394520208
alike	2.20721343553709e-05
aliue	0.000358828183560625
all	0
allegeance	0.000119609394520208
allhaild	0.000157341957424941
allhaile	0.000157341957424941
alls	0.000478437578080833
allthing	0.000157341957424941
almost	2.48920691736303e-05
alone	0
alowd	0.000157341957424941
alreadie	0.000119609394520208
already	1.92351174180267e-05
also	6.41170580600888e-06
alter	2.68087362600868e-05
altogether	9.92496226423272e-06
alwayes	9.75372601648368e-05
am	0
amazd	0.000195074520329673
amazedly	0.000157341957424941
amazement	1.77148829850097e-05
ambition	8.04262087802606e-05
amen	0.000348648297621682
amend	9.75372601648368e-05
amends	5.14132612324906e-05
amisse	9.75372601648368e-05
among	0
an	0
and	0
andt	0.000119609394520208
ang	0.000629367829699764
angell	0.000195074520329673
angels	5.36174725201734e-05
anger	3.11150864670379e-06
angerd	0.000119609394520208
angerly	0.000157341957424941
angry	0
angus	0.000944051744549644
annoyance	9.75372601648368e-05
anon	0.000418632880820728
another	0
anoynted	0.000157341957424941
answer	1.5557543233519e-05
anthonies	0.000157341957424941
anticipatst	0.000157341957424941
antidote	9.75372601648368e-05
antique	5.9804697260104e-05
any	0
apace	6.97296595243365e-05
apart	1.36806983277575e-05
appall	0.000119609394520208
appalls	0.000157341957424941
appar	0.000629367829699764
apparation	0.00031468391484988
apparition	4.41442687107419e-05
appeare	9.75372601648368e-05
appeares	0.000119609394520208
appease	8.18768316154747e-05
appetite	9.92496226423272e-06
applaud	0.000245630494846425
apply	3.7732562904733e-05
appoint	5.9804697260104e-05
approach	8.82885374214839e-05
approaches	6.97296595243365e-05
approch	0.000157341957424941
approches	0.000157341957424941
approue	0.000119609394520208
arabia	9.75372601648368e-05
arbitrate	0.000157341957424941
are	0
argument	1.77148829850097e-05
aright	5.9804697260104e-05
armd	0.000139459319048672
arme	0.000390149040659347
armed	2.20721343553709e-05
armes	0.000163753663230949
armor	0.000195074520329673
armour	5.9804697260104e-05
army	2.68087362600868e-05
aroynt	0.000157341957424941
arriud	0.000119609394520208
art	0.00011541070450816
artificiall	0.000157341957424941
as	0
aside	1.36806983277575e-05
askd	0.000163753663230949
aske	9.75372601648368e-05
asleepe	0.000195074520329673
assaileable	0.000157341957424941
assassination	8.18768316154747e-05
assault	4.41442687107419e-05
assay	8.18768316154747e-05
assistance	4.41442687107419e-05
assisted	5.14132612324906e-05
assurance	4.41442687107419e-05
at	0
attempt	3.54297659700193e-05
attend	0.000110360671776855
attendants	0.000264865612264452
attyre	0.000119609394520208
auant	0.000157341957424941
auarice	0.00031468391484988
auaricious	0.000157341957424941
audit	0.000119609394520208
aught	6.97296595243365e-05
augment	6.97296595243365e-05
augure	0.000157341957424941
augures	0.000157341957424941
auoid	0.000119609394520208
auouch	0.000119609394520208
auouches	0.000157341957424941
auoyded	0.000119609394520208
authorizd	0.000157341957424941
awakd	0.00031468391484988
awake	2.97748867926982e-05
away	0
aweary	0.000119609394520208
ayd	0.000157341957424941
ayde	0.000119609394520208
aye	4.41442687107419e-05
ayme	9.75372601648368e-05
ayre	0.00136552164230771
ayredrawnedagger	0.000157341957424941
babe	8.82885374214836e-05
babes	0.00020918897857301
baboones	0.000157341957424941
baby	2.68087362600868e-05
babybrow	0.000157341957424941
back	0
backe	0.000487686300824184
backs	4.41442687107419e-05
backward	3.7732562904733e-05
bad	1.5557543233519e-05
badgd	0.000157341957424941
baited	9.75372601648368e-05
bake	8.18768316154747e-05
balles	0.000157341957424941
balme	0.000157341957424941
ban	0.000573137821308323
bane	9.75372601648368e-05
